title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid
Norman Angell,,male,,Labour Party,282347
Stephen Timms,,male,,Labour Party,450273
Jean Kennedy Smith,,female,Catholic Church,Democratic Party,38203320
Salome Zourabichvili,,female,,Georgia's Way,15173078
Juvénal Habyarimana,Hutu,male,Catholic Church,National Republican Movement for Democracy and Development,309605
David Miliband,Jewish people,male,atheism,Labour Party,19339264
Kazuo Ishiguro,Japanese community in the United Kingdom,male,,,83499
Cab Calloway,African Americans,male,,,155965
Éamon Ó Cuív,,male,,Fianna Fáil,533433
Alejandro Amenábar,,male,atheism,,417941
Ōkuninushi,Izumo zoku,male,,,2649986
Peja Stojaković,Serbs,male,,,395272
Mamoru Oshii,Japanese people,male,,,345113
Jon Jones,African Americans,male,,,47391205
Émile Ollivier,,male,,Bonapartism,23999006
Lena Dunham,,female,,Democratic Party,30789098
"Charles Spencer-Churchill, 9th Duke of Marlborough",,male,Catholicism,Conservative Party,251917
Nancy Ward,Cherokee,female,,,1010037
Megyn Kelly,,female,Catholicism,,19593916
Al-Tirmidhi,,male,Islam,,272088
"Edward, King of Portugal",,male,Catholicism,,253962
Gaston Thorn,,male,Catholicism,Democratic Party,456707
Mikhail Baryshnikov,Russians in Latvia,male,,,427626
Julian Barnes,,male,agnosticism,,209892
Bobby Jindal,,male,Catholicism,Republican Party,1133032
Peter I of Portugal,,male,Christianity,,252902
Randolph Scott,,male,Episcopal Church,Republican Party,158802
Alex Haley,African Americans,male,,,96904
Terrence Howard,African Americans,male,,,2026115
"Philippe I, Duke of Orléans",,male,Catholic Church,,394583
Russell Brand,,male,Hinduism,,1996436
Gabriel Byrne,Irish people,male,Catholicism,,235306
Armand Fallières,,male,,Democratic Republican Alliance,24086686
Frederick Chiluba,,male,,Movement for Multi-Party Democracy,285508
Hipólito Yrigoyen,,male,,Radical Civic Union,670569
"Ferdinando I de' Medici, Grand Duke of Tuscany",,male,Catholic Church,,1576157
Leopold Stokowski,Irish people,male,,,164383
Rick Ross,African Americans,male,Christianity,,21377045
Julien Gracq,French,male,,,1791447
Surayud Chulanont,,male,Buddhism,,7154969
Pierre Bérégovoy,,male,,Socialist Party,585138
Saul Kripke,,male,Judaism,,48039
Judah Halevi,Jewish people,male,Judaism,,342561
Danny Aiello,,male,,Republican Party,295995
Andrew I of Hungary,,male,Christianity,,2080174
B. H. Liddell Hart,British people,male,,,18950703
Carol Browner,,female,,Democratic Party,726292
Aaron Neville,African Americans,male,,,579021
Michael Ellis (British politician),,male,,Conservative Party,27329380
Josh Hartnett,,male,,Democratic Party,244910
Michael Fallon,,male,,Conservative Party,421577
"Frank Field, Baron Field of Birkenhead",,male,Anglicanism,Labour Party,413976
Simeon D. Fess,,male,,Republican Party,714988
Kim Beazley,,male,,Australian Labor Party,322538
Abd al-Qadir al-Husayni,,male,Islam,,41132279
Abdul Qadir Gilani,Arabs,male,Islam,,4033938
Ken Wilber,,male,Buddhism,,183652
Palmiro Togliatti,,male,atheism,Italian Communist Party,528894
Dennis Kucinich,,male,Catholic Church,Democratic Party,250451
R-Truth,African Americans,male,,,1487777
Lazare Carnot,,male,,The Plain,26532764
Abdul Qadeer Khan,,male,Islam,,452160
Alain Badiou,,male,,Unified Socialist Party,713688
Henry Paulson,,male,Christian Science,Republican Party,1726480
Uesugi Kenshin,,male,Buddhism,,352118
Jesse Ventura,Slovak Americans,male,atheism,Independence Party of Minnesota,65521
Ertuğrul Osman,,male,Islam,,1075183
John Connally,,male,Methodism,Democratic Party,300265
Teófilo Cubillas,Afro-Peruvian,male,,,615815
Juan Manuel de Rosas,,male,Catholicism,Federalist Party (Argentina),490071
"Albert VII, Archduke of Austria",,male,Catholic Church,,296241
Mariana of Austria,,female,Catholic Church,,1130360
"Louis Philippe II, Duke of Orléans",,male,Catholic Church,,279696
Art Blakey,African Americans,male,Catholicism,,243651
Charles Taylor (philosopher),,male,Catholic Church,New Democratic Party,294996
Alexis Tsipras,Greeks,male,,Synaspismós,15702073
Georges Bidault,,male,Catholic Church,Popular Republican Movement,298587
Gary Busey,,male,,Republican Party,13030
Melvyn Douglas,,male,,Democratic Party,161914
Bow Wow (rapper),African Americans,male,born again,,159855
Sven Nykvist,,male,Lutheranism,,1588053
"Cosimo II de' Medici, Grand Duke of Tuscany",,male,Catholicism,,1576149
Francis I of the Two Sicilies,,male,Catholic Church,,386678
Ferdinand I of the Two Sicilies,,male,Catholic Church,,173245
John II of Aragon,,male,Christianity,,151351
Matt Smith,,male,atheism,,19801782
Philippe Leclerc de Hauteclocque,,male,Catholic,,810348
Ian Kershaw,,male,Catholicism,,1170708
Paramahansa Yogananda,,male,Hinduism,,143475
V. V. Giri,,male,Hinduism,Indian National Congress,277700
"Augustus FitzRoy, 3rd Duke of Grafton",,male,Unitarianism,Whigs,308994
Wamba (king),,male,Catholic Church,,2544889
Curzio Malaparte,,male,,National Fascist Party,885422
Eric Holder,African Americans,male,Episcopal Church,Democratic Party,17568685
Meher Baba,,male,Islam,,20860
Robert Penn Warren,White Americans,male,,,26307
Irving Fisher,,male,atheism,,404504
Soulja Boy,African Americans,male,,,12499554
Modibo Keïta,,male,Islam,Sudanese Union – African Democratic Rally,891766
Moussa Traoré,,male,Islam,Democratic Union of the Malian People,1708815
Al Green,African Americans,male,,,149459
George Shultz,,male,Episcopal Church,Republican Party,23087291
Baron Davis,African Americans,male,,,1402941
Jermaine O'Neal,African Americans,male,,,654200
Chiang Ching-kuo,,male,Methodism,Kuomintang,61157
Joseph P. Kennedy Sr.,,male,Catholicism,Democratic Party,291132
Ivan Meštrović,Croats,male,,,250507
John Osborne,,male,Satanis,,167626
Robert Christgau,,male,atheism,,556641
Stephen Baxter (author),English people,male,,,57826
Phil Anselmo,,male,atheism,,432650
Andy Samberg,,male,Judaism,,2697824
Joachim,Jewish people,male,,,9390172
Barry Bonds,African Americans,male,,,4375
Ghulam Ishaq Khan,,male,Sunni Islam,,460444
John Waters,,male,,Democratic Party,634064
James Brolin,,male,,Democratic Party,352514
Marsilius of Padua,,male,Christianity,,33786652
Lin Biao,Han Chinese people,male,,Chinese Communist Party,297256
Algernon Charles Swinburne,English people,male,,,58090661
Gustavo Díaz Ordaz,,male,,Institutional Revolutionary Party,346664
Neil Simon,American Jews,male,Judaism,,22049
William of Rubruck,,male,Catholic Church,,998540
Alfonso IX of León,,male,Catholicism,,151250
Strato of Lampsacus,,male,atheism,,604033
Jack Johnson (boxer),African Americans,male,,,71965
Ferdinand II of León,,male,Catholicism,,44641
Bob Ezrin,,male,Judaism,,466685
Afrika Bambaataa,African Americans,male,,,18949387
Sam Brownback,,male,Catholicism,Republican Party,367121
Luis Echeverría,,male,Catholicism,Party of the Democratic Revolution,341645
Gulzarilal Nanda,,male,Hinduism,Indian National Congress,435592
Nguyễn Phú Trọng,Vietnamese people,male,,Communist Party of Vietnam,5757319
Vasil Levski,Bulgarians,male,Eastern Orthodox Church,,826325
Phil Ivey,African Americans,male,,,949895
Benjamin of Tudela,Jewish people,male,Judaism,,1349711
Jeconiah,Israelites,male,Yahwism,,402544
Jerry Fodor,,male,atheism,,427994
Stefan Milutin,Serbs,male,,,2119457
Henry Clay,,male,Episcopal Church,Democratic-Republican Party,47620
Rigas Feraios,Greeks,male,,,1172511
Charan Singh,,male,Hinduism,Janata Party (Secular),372862
Jeffrey Tambor,Jewish people,male,,,579031
Abhinavagupta,,male,Hinduism,,1241813
"James Harris, 3rd Earl of Malmesbury",,male,,Conservative Party,309092
Abimael Guzmán,,male,atheism,Shining Path,481609
Bernard Shaw (journalist),African Americans,male,,,1363440
Danger Mouse (musician),African Americans,male,,,483321
John Sherman Cooper,,male,,Republican Party,543729
Hal Draper,,male,,Socialist Party of America,38775535
Mike Wallace,,male,Judaism,,646487
Eddie Murray,African Americans,male,,,430866
Poul Schlüter,,male,Lutheranism,Conservative People's Party,670319
Kehinde Wiley,Yoruba people,male,,,2437462
Abraham Baldwin,,male,,Democratic-Republican Party,538750
Vyasa,Indians,male,Hinduism,,303461
Claude Pepper,,male,,Democratic Party,826782
George McGovern,,male,Methodism,Democratic Party,62896
Vijay Singh,,male,Hinduism,,426484
Reggie Wayne,African Americans,male,,,1243236
"Philip Stanhope, 4th Earl of Chesterfield",,male,,Whigs,602623
Leon Brittan,,male,Judaism,Conservative Party,358371
Ferdinand II of the Two Sicilies,,male,Catholic Church,,158773
"Grimoald, King of the Lombards",Lombards,male,,,3282878
Jonathan Aitken,,male,Anglicanism,Conservative Party,316066
Maurice Macmillan,,male,,Conservative Party,356920
"Chris Smith, Baron Smith of Finsbury",,male,,Non-affiliated members of the House of Lords,304477
John Vanbrugh,,male,,Whigs,143283
"Samuel Hoare, 1st Viscount Templewood",,male,Anglicanism,Conservative Party,601386
Oliver Letwin,,male,,Conservative Party,331975
Malcolm Rifkind,,male,,Conservative Party,354551
Qian Xuesen,,male,,Chinese Communist Party,343445
Ricardo Montalbán,,male,Catholic Church,Republican Party,75311
Dafydd Wigley,,male,,Plaid Cymru,523511
Patrick Gordon Walker,,male,,Labour Party,497614
"Henry Brooke, Baron Brooke of Cumnor",,male,,Conservative Party,1497974
"Nathan Rothschild, 1st Baron Rothschild",,male,,Liberal Party,981898
Asghar Farhadi,,male,Islam,,6440759
Maria Miller,,female,Church of England,Conservative Party,1872569
Chandra Shekhar,,male,Hinduism,Janata Party,23965866
"Reza Pahlavi, Crown Prince of Iran",,male,Islam,National Council of Iran,613947
"Alfred Harmsworth, 1st Viscount Northcliffe",,male,,Conservative Party,9106253
Abu Muslim,Persians,male,Islam,,341308
"John Jervis, 1st Earl of St Vincent",,male,,Whigs,366228
"Antony Armstrong-Jones, 1st Earl of Snowdon",,male,Anglicanism,,266028
"Richard Casey, Baron Casey",,male,,Liberal Party of Australia,45204475
"Robert Bulwer-Lytton, 1st Earl of Lytton",,male,,Liberal Party,389380
"Thomas Galbraith, 2nd Baron Strathclyde",,male,,Conservative Party,415050
"David Triesman, Baron Triesman",,male,,Labour Party,523531
Julian Fellowes,,male,,Conservative Party,1673691
Christopher Guest,American Jews,male,,,7182
Randall Davidson,,male,Anglicanism,,707515
"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",,male,,Liberal Party,287314
Michael Ramsey,,male,Anglicanism,,561475
Red Auerbach,,male,Judaism,,310196
"Victor Child Villiers, 7th Earl of Jersey",,male,,Conservative Party,2508397
Peter IV of Aragon,,male,Christianity,,127830
Neelam Sanjiva Reddy,,male,Hinduism,Janata Party,1036056
Ol' Dirty Bastard,African Americans,male,,,166781
"Andrew Adonis, Baron Adonis",,male,Greek Orthodox Church,Labour Party,10380537
Mark Kirk,,male,United Church of Christ,Republican Party,412103
John W. Taylor (politician),,male,,Democratic-Republican Party,1014491
Evan Bayh,,male,Protestantism,Democratic Party,17905608
Moktar Ould Daddah,,male,Sunni Islam,Mauritanian People's Party,550377
John Mellencamp,,male,,Democratic Party,170026
Bill Withers,African Americans,male,,,213804
André Tardieu,,male,,Federation of the Lefts,377007
Mihály Károlyi,,male,Catholicism,Party of Independence and '48,1517536
Dositej Obradović,Serbs,male,,,756513
Nick Cannon,African Americans,male,,,204731
Howard Stern,American Jews,male,atheism,Libertarian Party,113348
Dennis Haysbert,African Americans,male,,,1357606
Charles Coburn,,male,,Republican Party,774609
Gaetano Mosca,,male,,Historical Right,3439013
J. Lister Hill,,male,,Democratic Party,846301
Gregory Helms,,male,atheism,,667881
Seymour Martin Lipset,,male,,Socialist Party of America,2253929
Sun Ra,African Americans,male,,,97582
Victorien Sardou,French,male,,,193231
Stanley Crouch,African Americans,male,,,1072083
Quintus Aurelius Symmachus,,male,ancient Roman religion,,754330
Ayaz Mutallibov,,male,Islam,Communist Party of the Soviet Union,917076
Tim McGraw,,male,,Democratic Party,525336
Elmore James,African Americans,male,,,166256
Howard Jacobson,,male,Judaism,,2859549
Billy Dee Williams,African Americans,male,,,433992
Big Joe Turner,African Americans,male,,,90425
Roger B. Taney,,male,Catholic Church,Democratic Party,21833588
Lee Morgan,African Americans,male,,,241542
John Ridley,African Americans,male,,,1794724
Cecil Taylor,African Americans,male,,,177439
Trevor Rabin,,male,Judaism,,503461
James Wilson (Founding Father),,male,,Federalist Party,21835290
Dick Clark,,male,,Republican Party,353634
Trisong Detsen,,male,Rimé movement,,2486681
Roy Rogers,,male,,Republican Party,186477
Francesco Saverio Nitti,,male,,Italian Radical Party,762363
Charles Rangel,African Americans,male,Catholic Church,Democratic Party,410375
Elena Ferrante,Italians,female,atheism,,31625302
Daniel Pipes,,male,,Republican Party,194536
Ibn Kathir,,male,Islam,,455164
Abul A'la Maududi,,male,Islam,Jamaat-e-Islami,10566279
Yusuf ibn Tashfin,Berber,male,Sunni Islam,,1853388
Salomon Mayer von Rothschild,,male,Judaism,,4722094
John Rutledge,,male,,Federalist Party,21830463
Cecil Andrus,,male,Lutheranism,Democratic Party,418254
Mario Lopez,,male,Catholic Church,,609663
Neil Goldschmidt,,male,Judaism,Democratic Party,371823
"Sir Henry Wilson, 1st Baronet",,male,,Ulster Unionist Party,276635
Patton Oswalt,,male,atheism,,1237220
Armie Hammer,,male,Christianity,,16527939
Andrew Peacock,,male,,Liberal Party of Australia,302827
James Harlan (Iowa politician),,male,,Whig Party,350837
Sunil Dutt,,male,Hinduism,Indian National Congress,620669
Bismillah Khan,,male,Islam,,1470710
Johnson Aguiyi-Ironsi,,male,Islam,military dictatorship,1256454
Bar Hebraeus,Assyrian people,male,Eastern Orthodoxy,,361850
Peter Chanel,,male,Catholic Church,,1808390
Alan Jackson,English Americans,male,,,167346
René Lévesque,Quebeckers,male,Catholicism,Parti libéral du Québec,177359
Sancho II of Pamplona,,male,Christianity,,1410145
Muhammad bin Tughluq,,male,Sunni Islam,,1585726
Leland Stanford,,male,,Republican Party,170911
Emmanuel Adebayor,Yoruba people,male,,,2604793
Pope Agatho of Alexandria,,male,Oriental Orthodox Churches,,1805559
Roger Williams,,male,Baptists,,39731
Mehdi Hassan,,male,Islam,,992783
Junot Díaz,,male,,Dominican Workers' Party,3316024
Allan Shivers,,male,,Democratic Party,971126
George Tyrrell,,male,Catholicism,,1724384
Krist Novoselic,Croats,male,,,52724
John Jacob Astor IV,,male,,Republican Party,299809
David Koresh,,male,Branch Davidians,,21320535
Mariano Arista,,male,,Liberal Party,256535
Melania Trump,Slovenes,female,Catholic Church,Republican Party,1209075
Paul Rusesabagina,,male,Christianity,PDR-Ihumure,1514211
John Elway,,male,,Republican Party,308121
Robert Rossen,Jewish people,male,,,705964
William P. Rogers,,male,Presbyterianism,Republican Party,400858
Pat Schroeder,,female,Congregational churches,Democratic Party,1538517
Edward Everett,,male,Unitarianism,Whig Party,303944
Rosa DeLauro,,female,Catholic Church,Democratic Party,410173
"Augustus, Elector of Saxony",,male,Lutheranism,,4307267
Martha Raye,,female,,Republican Party,845462
Candice Miller,,female,Presbyterianism,Republican Party,960677
Rod Serling,,male,Unitarian Universalism,,101249
Thomas Kean,,male,,Republican Party,442286
Marcy Kaptur,,female,Catholic Church,Democratic Party,766958
Diana DeGette,,female,Presbyterianism,Democratic Party,410119
Alice Rivlin,,female,,Democratic Party,1772911
Tamar Braxton,African Americans,female,,,1626277
Rick Scott,,male,Methodism,Republican Party,4280148
Evan Turner,African Americans,male,,,21987337
Prince Buster,,male,Islam,,422932
Nicolás Avellaneda,,male,,No label defined,582101
Peggy Noonan,,female,,Republican Party,492403
Mary of the Divine Heart,,female,Catholic Church,,23833915
Aleksandar Tsankov,,male,,Democratic Alliance,3842225
Barber Conable,,male,,Republican Party,1798430
Riek Machar,Nuer people,male,,Sudan People's Liberation Movement,2407248
Elizabeth May,,female,Anglican Communion,Green Party of Canada,3382014
Lee Byung-chul,Koreans,male,,,421089
Kenneth Lay,,male,,Republican Party,5937384
Ron Simmons,African Americans,male,,,1235858
Kenya Moore,African Americans,female,,,2920466
Edwin Stanton,,male,Methodism,Democratic Party,375066
Mike Johanns,,male,Catholic Church,Democratic Party,426233
Kimberly Elise,African Americans,female,,,2344060
Hal David,Jewish people,male,,,410004
Derren Brown,,male,atheism,,212532
Elisabeth Hasselbeck,,female,Christianity,Republican Party,646172
Henry Lee III,,male,,Federalist Party,401673
William Davenant,,male,Catholic Church,,182972
Edwidge Danticat,African Americans,female,,,1169701
Pat Garrett,,male,,Democratic Party,676354
Theodore M. Pomeroy,,male,,Republican Party,764894
Ella Grasso,,female,,Democratic Party,535371
Jadakiss,African Americans,male,,,721002
Oliver Wolcott Jr.,,male,,Federalist Party,21835434
Mordecai Richler,,male,Judaism,,60682
George Steiner,,male,Judaism,,826281
Eustathius of Thessalonica,,male,Eastern Orthodoxy,,4159336
Catherine of Bologna,,female,Catholic Church,,3619053
Allan Octavian Hume,,male,,Indian National Congress,401190
Lou Rawls,African Americans,male,,,612268
John Hemphill (U.S. senator),,male,,Democratic Party,30863702
